COUNTY,NAME,TYPE,EASTING,NORTHING,PRIMARY STOCKING OBJECTIVE,SECONDARY STOCKING OBJECTIVE,NUMBER RELEASED,STOCKING DATE,GROWTH STAGE,MARK,HATCHERY,FISH LENGTH (cm),FISH WEIGHT (g),STOCK,STOCK - STRAIN
Annapolis,LAKE PLEASANT,Lake,351491,4942310,Spring Stocking Program,,1200,05/21/1997,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,125,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,LAKE PLEASANT,Lake,351491,4942310,Spring Stocking Program,,1600,06/13/1997,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,125,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,LAKE PLEASANT,Lake,351491,4942310,Fall Stocking Program,,4666,10/27/2003,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,16,60,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,LAKE PLEASANT,Lake,351491,4942310,Fall Stocking Program,,3000,10/28/2004,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,20.5,100,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,LILY,Lake,432264,4942878,Fall Stocking Program,,998,10/19/1983,26-52 weeks after absorption of yolk sac,No mark or tag,Yarmouth,14.6,34,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LILY,Lake,432264,4942878,Fall Stocking Program,,800,11/19/1984,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,13.6,28,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER SIXTY,Lake,356211,4953816,Spring Stocking Program,,998,04/21/1976,1-2 years from date of hatch,Adipose fin clip only,Coldbrook,17.7,59,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER SIXTY,Lake,356211,4953816,Spring Stocking Program,,502,05/03/1977,1-2 years from date of hatch,Adipose fin clip only,Coldbrook,17,63,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER SIXTY,Lake,356211,4953816,Spring Stocking Program,,501,05/01/1978,1-2 years from date of hatch,Adipose fin clip only,Coldbrook,22.5,161,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER SIXTY,Lake,356211,4953816,Fall Stocking Program,,1500,10/18/2011,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.5,30,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER SIXTY,Lake,356211,4953816,Fall Stocking Program,,2100,10/11/2005,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,20,50,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,LOWER SIXTY,Lake,356211,4953816,Fall Stocking Program,,2800,10/16/2006,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,15,50,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Fall Stocking Program,,1372,09/19/1979,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,12.1,17,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,275,05/04/1988,1-2 years from date of hatch,No mark or tag,McGowan Lake,21.6,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,250,06/09/1988,1-2 years from date of hatch,No mark or tag,McGowan Lake,20.3,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,04/27/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,05/25/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,280,04/24/1990,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,19.5,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,250,05/08/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,130,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,1000,06/13/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,152,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,05/07/1991,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,06/05/1991,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,112,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,600,05/26/1992,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,06/03/1992,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,110,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,05/18/1993,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,750,05/03/1994,1-2 years from date of hatch,Right pelvic fin clip only,McGowan Lake,21,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,750,05/09/1995,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,06/13/1995,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,136,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,490,05/15/1996,1-2 years from date of hatch,No mark or tag,McGowan Lake,23,145,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,06/13/1996,1-2 years from date of hatch,No mark or tag,McGowan Lake,25.5,200,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,750,06/08/2000,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,560,06/19/2002,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,467,05/16/2005,1-2 years from date of hatch,No mark or tag,McGowan Lake,22.5,150,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,1400,06/06/2006,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,05/21/2008,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Fall Stocking Program,,1000,10/31/2011,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,12.5,30,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,840,04/23/1997,1-2 years from date of hatch,No mark or tag,McGowan Lake,18,70,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,LOWER WRIGHTS,Lake,312666,4955230,Spring Stocking Program,,500,05/26/2004,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,125,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,MCEWANS,Brook,331694,4976219,Fall Stocking Program,,500,11/20/1990,26-52 weeks after absorption of yolk sac,Left pelvic fin clip only,McGowan Lake,12.5,22,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MCEWANS,Brook,331694,4976219,Fall Stocking Program,,500,10/31/1991,20-26 weeks after absorption of yolk sac,Left pelvic fin clip only,McGowan Lake,12,23,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MCEWANS,Brook,331694,4976219,Fall Stocking Program,,500,10/18/1993,20-26 weeks after absorption of yolk sac,Left pelvic fin clip only,McGowan Lake,15.5,64,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MCEWANS,Brook,331694,4976219,Spring Stocking Program,,10000,05/12/1998,2-8 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,4,0,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,MCEWANS,Brook,331694,4976219,Fall Stocking Program,,500,10/25/1989,20-26 weeks after absorption of yolk sac,Left pelvic fin clip only,McGowan Lake,14.5,35,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,MEDWAY,River,333427,4926562,Spring Stocking Program,,1276,05/22/1985,1-2 years from date of hatch,No mark or tag,Frasers Mills,16.7,51,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MESSENGER,Brook,315965,4965537,Fall Stocking Program,,500,11/20/1990,26-52 weeks after absorption of yolk sac,Left pelvic fin clip only,McGowan Lake,12.5,22,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MESSENGER,Brook,315965,4965537,Fall Stocking Program,,500,10/31/1991,20-26 weeks after absorption of yolk sac,Left pelvic fin clip only,McGowan Lake,12,23,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MESSENGER,Brook,315965,4965537,Fall Stocking Program,,700,10/18/1993,20-26 weeks after absorption of yolk sac,Left pelvic fin clip only,McGowan Lake,15.5,64,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MESSENGER,Brook,315965,4965537,Spring Stocking Program,,10000,05/12/1998,2-8 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,4,0,Brook Trout,Brook Trout - hybrids F2B generation produced by progeny of domestic female x Flat Lake male matings
Annapolis,MILBURY,Lake,305813,4966650,Fall Stocking Program,,700,10/22/1987,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,14,27,Brook Trout,"Brook Trout  - hybrids produced by crossing domestic females with wild males from Flat Lake, Nova Scotia"
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,500,05/03/1977,1-2 years from date of hatch,Adipose fin clip only,Yarmouth,19,80,Brook Trout,Brook Trout - domestic (Antigonish) stock from eggs produced by broodstock maintained at Yarmouth Hatchery
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1000,05/12/2008,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1000,06/26/2008,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1200,05/26/2009,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1000,05/20/2010,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1000,05/31/2011,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,502,04/15/1976,1-2 years from date of hatch,Adipose fin clip only,Coldbrook,17.7,59,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Fall Stocking Program,,1372,09/19/1979,20-26 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,12.1,17,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Fall Stocking Program,,1602,10/13/1981,20-26 weeks after absorption of yolk sac,No mark or tag,Coldbrook,10.2,16,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Fall Stocking Program,,800,10/13/1981,26-52 weeks after absorption of yolk sac,Adipose fin clip only,Coldbrook,14.8,50,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Fall Stocking Program,,998,11/21/1985,26-52 weeks after absorption of yolk sac,No mark or tag,Frasers Mills,13.7,28,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1000,05/05/1986,1-2 years from date of hatch,No mark or tag,Yarmouth,22.4,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Fall Stocking Program,,2001,10/02/1986,26-52 weeks after absorption of yolk sac,No mark or tag,Yarmouth,15.1,37,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1000,04/24/1987,1-2 years from date of hatch,No mark or tag,Yarmouth,16.7,60,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,550,05/04/1988,1-2 years from date of hatch,No mark or tag,McGowan Lake,21.6,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,550,06/09/1988,1-2 years from date of hatch,No mark or tag,McGowan Lake,20.3,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,750,04/27/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,500,05/25/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,750,06/14/1989,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,152,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,500,04/24/1990,26-52 weeks after absorption of yolk sac,No mark or tag,McGowan Lake,19.5,114,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,500,05/08/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,130,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,600,06/13/1990,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,152,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,500,05/07/1991,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,500,06/05/1991,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,112,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1000,06/03/1992,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,110,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,500,07/08/1992,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,110,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,750,05/18/1993,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,91,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1500,05/03/1994,1-2 years from date of hatch,Right pelvic fin clip only,McGowan Lake,21,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1500,05/25/1994,1-2 years from date of hatch,No mark or tag,McGowan Lake,21,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,918,05/16/1995,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,111,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,500,06/13/1995,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,136,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1050,06/13/1996,1-2 years from date of hatch,No mark or tag,McGowan Lake,25.5,200,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1500,05/05/1998,1-2 years from date of hatch,No mark or tag,McGowan Lake,20,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,960,06/03/1998,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,2500,05/05/1999,1-2 years from date of hatch,No mark or tag,McGowan Lake,22,100,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1600,06/08/1999,1-2 years from date of hatch,No mark or tag,McGowan Lake,24,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1400,05/10/2001,1-2 years from date of hatch,No mark or tag,McGowan Lake,23,125,Brook Trout,Brook Trout - Domestic stock - Antigonish 
Annapolis,MILBURY,Lake,305813,4966650,Spring Stocking Program,,1200,06/13/2001,1-2 years from date of hatch,No mark or tag,McGowan Lake,24,175,Brook Trout,Brook Trout - Domestic stock - Antigonish 
